School_Code,County,Public_Private,School_District,City,School_Name,Enrollment,UTD_NUMBER,UTD_PERCENTAGE,PME_NUMBER,PME_PERCENTAGE,PBE_PERCENTAGE,PBE_PERCENTAGE,REPORTED,Grade,YEAR
6059778,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,NATIONAL CITY,GRANGER JUNIOR HIGH,311,311,100,0,0,0,0,Y,7,2015-2016
6059794,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,NATIONAL CITY,NATIONAL CITY MIDDLE,422,421,100,0,0,1,0,Y,7,2015-2016
6059786,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,MAR VISTA ACADEMY,448,446,100,0,0,2,0,Y,7,2015-2016
6070890,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,MONTGOMERY MIDDLE,430,426,99,0,0,4,1,Y,7,2015-2016
6062012,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,SOUTHWEST MIDDLE,324,322,99,2,1,0,0,Y,7,2015-2016
6040562,SAN DIEGO,PUBLIC,VALLECITOS ELEMENTARY,RAINBOW,VALLECITOS ELEMENTARY,15,14,93,0,0,1,7,Y,7,2015-2016
6038962,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,PAUMA VALLEY,PAUMA ELEMENTARY,12,12,100,0,0,0,0,Y,7,2015-2016
6093272,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER,VALLEY CENTER MIDDLE,292,284,97,1,0,5,2,Y,7,2015-2016
6112221,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,MADISON MIDDLE,372,369,99,0,0,3,1,Y,7,2015-2016
6107577,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,ROOSEVELT MIDDLE,337,334,99,0,0,2,1,Y,7,2015-2016
0128223,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,BELLA MENTE MONTESSORI ACADEMY,50,40,80,0,0,10,20,Y,7,2015-2016
3730942,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,GUAJOME PARK ACADEMY CHARTER,206,202,98,0,0,4,2,Y,7,2015-2016
6059802,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,RANCHO MINERVA MIDDLE,269,265,99,0,0,3,1,Y,7,2015-2016
6059810,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,VISTA INNOVATION AND DESIGN ACADEMY,238,234,98,0,0,4,2,Y,7,2015-2016
0114637,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,"VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH",281,281,100,0,0,0,0,Y,7,2015-2016
0126300,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,VISTA VISIONS ACADEMY,19,15,79,1,5,3,16,Y,7,2015-2016
0132472,SAN DIEGO,PUBLIC,WARNER UNIFIED,WARNER SPRINGS,CALIFORNIA PACIFIC CHARTER,61,38,62,0,0,23,38,Y,7,2015-2016
3730975,SAN DIEGO,PUBLIC,WARNER UNIFIED,WARNER SPRINGS,WARNER JUNIOR SENIOR HIGH,18,18,100,0,0,0,0,Y,7,2015-2016
6133680,SAN DIEGO,PRIVATE,,CARLSBAD,PACIFIC RIDGE SCHOOL,94,94,100,0,0,0,0,Y,7,2015-2016
6975841,SAN DIEGO,PRIVATE,,CARLSBAD,ST. PATRICK CATHOLIC SCHOOL,54,54,100,0,0,0,0,Y,7,2015-2016
7031289,SAN DIEGO,PRIVATE,,CHULA VISTA,CALVARY CHRISTIAN ACADEMY,42,41,98,0,0,1,2,Y,7,2015-2016
6975866,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. PIUS X,29,29,100,0,0,0,0,Y,7,2015-2016
6975874,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. ROSE OF LIMA SCHOOL,42,42,100,0,0,0,0,Y,7,2015-2016
6975650,SAN DIEGO,PRIVATE,,CORONADO,SACRED HEART PARISH SCHOOL,27,27,100,0,0,0,0,Y,7,2015-2016
7050925,SAN DIEGO,PRIVATE,,DEL MAR,"WINSTON SCHOOL, THE",11,8,73,0,0,2,18,Y,7,2015-2016
6938849,SAN DIEGO,PRIVATE,,EL CAJON,CHRISTIAN JUNIOR SENIOR HIGH,66,63,95,0,0,3,5,Y,7,2015-2016
7100290,SAN DIEGO,PRIVATE,,EL CAJON,FOOTHILLS CHRISTIAN MIDDLE SCHOOL,41,34,83,0,0,7,17,Y,7,2015-2016
6975510,SAN DIEGO,PRIVATE,,EL CAJON,HOLY TRINITY ELEMENTARY,18,16,89,0,0,2,11,Y,7,2015-2016
6975589,SAN DIEGO,PRIVATE,,EL CAJON,OUR LADY OF GRACE SCHOOL,31,31,100,0,0,0,0,Y,7,2015-2016
6975767,SAN DIEGO,PRIVATE,,EL CAJON,ST. KIERAN CATHOLIC SCHOOL,12,12,100,0,0,0,0,Y,7,2015-2016
7051352,SAN DIEGO,PRIVATE,,ENCINITAS,ENCINITAS COUNTRY DAY SCHOOL,11,11,100,0,0,0,0,Y,7,2015-2016
7077266,SAN DIEGO,PRIVATE,,ENCINITAS,"GRAUER, THE",26,21,81,0,0,5,19,Y,7,2015-2016
6140081,SAN DIEGO,PRIVATE,,ENCINITAS,SAINT JOHN SCHOOL,55,53,96,1,2,1,2,Y,7,2015-2016
6975312,SAN DIEGO,PRIVATE,,ESCONDIDO,CALVIN CHRISTIAN,37,32,86,0,0,5,14,Y,7,2015-2016
6975445,SAN DIEGO,PRIVATE,,ESCONDIDO,ESCONDIDO ADVENTIST ACADEMY,21,19,90,1,5,1,5,Y,7,2015-2016
6975437,SAN DIEGO,PRIVATE,,ESCONDIDO,ESCONDIDO CHRISTIAN,27,27,100,0,0,0,0,Y,7,2015-2016
6965511,SAN DIEGO,PRIVATE,,ESCONDIDO,GRACE LUTHERAN SCHOOL,33,33,100,0,0,0,0,Y,7,2015-2016
6975791,SAN DIEGO,PRIVATE,,ESCONDIDO,ST. MARY'S SCHOOL,14,2,14,0,0,0,0,Y,7,2015-2016
7069065,SAN DIEGO,PRIVATE,,FALLBROOK,ST. PETER THE APOSTLE CATHOLIC SCHOOL,12,12,100,0,0,0,0,Y,7,2015-2016
6975262,SAN DIEGO,PRIVATE,,LA JOLLA,ALL HALLOWS ACADEMY,28,28,100,0,0,0,0,Y,7,2015-2016
6938815,SAN DIEGO,PRIVATE,,LA JOLLA,"BISHOP'S SCHOOL, THE",96,96,100,0,0,0,0,Y,7,2015-2016
6939045,SAN DIEGO,PRIVATE,,LA JOLLA,LA JOLLA COUNTRY DAY SCHOOL,102,100,98,1,1,1,1,Y,7,2015-2016
7051360,SAN DIEGO,PRIVATE,,LA JOLLA,SAN DIEGO FRENCH–AMERICAN SCHOOL,23,23,100,0,0,0,0,Y,7,2015-2016
6975932,SAN DIEGO,PRIVATE,,LA JOLLA,STELLA MARIS ACADEMY,22,22,100,0,0,0,0,Y,7,2015-2016
6965503,SAN DIEGO,PRIVATE,,LA MESA,CHRIST LUTHERAN ELEMENTARY,10,9,90,0,0,1,10,Y,7,2015-2016
6965552,SAN DIEGO,PRIVATE,,LA MESA,ST. MARTIN OF TOURS ACADEMY,26,26,100,0,0,0,0,Y,7,2015-2016
6927636,SAN DIEGO,PRIVATE,,LA MESA,THE INSTITUTE FOR EFFECTIVE EDUCATION -TIEE SITE 4- - AIM HIGH MT. HELIX ACADEMY,31,31,100,0,0,0,0,Y,7,2015-2016
6146047,SAN DIEGO,PRIVATE,,LEMON GROVE,LIGHTHOUSE CHRISTIAN ACADEMY,11,10,91,0,0,1,9,Y,7,2015-2016
6975742,SAN DIEGO,PRIVATE,,LEMON GROVE,SAINT JOHN OF THE CROSS CATHOLIC SCHOOL,49,48,98,1,2,0,0,Y,7,2015-2016
7093941,SAN DIEGO,PRIVATE,,NATIONAL CITY,FAITHFUL AMBASSADORS BIBLE BAPTIST ACADEMY,10,10,100,0,0,0,0,Y,7,2015-2016
6939326,SAN DIEGO,PRIVATE,,NATIONAL CITY,SAN DIEGO ACADEMY,29,28,97,1,3,0,0,Y,7,2015-2016
7090327,SAN DIEGO,PRIVATE,,OCEANSIDE,OCEANSIDE ADVENTIST ELEMENTARY,18,17,94,1,6,0,0,Y,7,2015-2016
6930499,SAN DIEGO,PRIVATE,,OCEANSIDE,OLD MISSION MONTESSORI SCHOOL,14,14,100,0,0,0,0,Y,7,2015-2016
6975817,SAN DIEGO,PRIVATE,,OCEANSIDE,ST. MARY STAR OF THE SEA ELEMENTARY,21,21,100,0,0,0,0,Y,7,2015-2016
6130777,SAN DIEGO,PRIVATE,,POWAY,NEWBRIDGE SCHOOL,13,12,92,0,0,1,8,Y,7,2015-2016
6975833,SAN DIEGO,PRIVATE,,POWAY,ST. MICHAEL'S SCHOOL,65,65,100,0,0,0,0,Y,7,2015-2016
6203491,SAN DIEGO,PRIVATE,,RANCHO SANTA FE,HORIZON PREP,31,26,84,0,0,5,16,Y,7,2015-2016
7093602,SAN DIEGO,PRIVATE,,RANCHO SANTA FE,"NATIVITY SCHOOL, THE",22,22,100,0,0,0,0,Y,7,2015-2016
6975296,SAN DIEGO,PRIVATE,,SAN DIEGO,BLESSED SACRAMENT ELEMENTARY,13,13,100,0,0,0,0,Y,7,2015-2016
6932214,SAN DIEGO,PRIVATE,,SAN DIEGO,CHABAD HEBREW ACADEMY,28,25,89,0,0,3,11,Y,7,2015-2016
6987770,SAN DIEGO,PRIVATE,,SAN DIEGO,FRANCIS PARKER SCHOOL,109,107,98,0,0,2,2,Y,7,2015-2016
6920722,SAN DIEGO,PRIVATE,,SAN DIEGO,GOOD SHEPHERD CATHOLIC,20,15,75,0,0,0,0,Y,7,2015-2016
7008048,SAN DIEGO,PRIVATE,,SAN DIEGO,GRACE CHRISTIAN,12,11,92,0,0,1,8,Y,7,2015-2016
7052608,SAN DIEGO,PRIVATE,,SAN DIEGO,HERITAGE CHRISTIAN SCHOOL OF SAN DIEGO,67,56,84,0,0,11,16,Y,7,2015-2016
6975494,SAN DIEGO,PRIVATE,,SAN DIEGO,HOLY FAMILY ELEMENTARY,15,15,100,0,0,0,0,Y,7,2015-2016
6930465,SAN DIEGO,PRIVATE,,SAN DIEGO,HORIZON CHRISTIAN ACADEMY,32,32,100,0,0,0,0,Y,7,2015-2016
7080427,SAN DIEGO,PRIVATE,,SAN DIEGO,ISLAMIC SCHOOL OF SAN DIEGO,18,17,94,0,0,1,6,Y,7,2015-2016
7078298,SAN DIEGO,PRIVATE,,SAN DIEGO,MARANATHA CHRISTIAN SCHOOLS,59,56,95,1,2,1,2,Y,7,2015-2016
6996045,SAN DIEGO,PRIVATE,,SAN DIEGO,MARIA MONTESSORI SCHOOL,12,8,67,0,0,0,0,Y,7,2015-2016
7103328,SAN DIEGO,PRIVATE,,SAN DIEGO,NATIVITY PREP ACADEMY,21,21,100,0,0,0,0,Y,7,2015-2016
6975569,SAN DIEGO,PRIVATE,,SAN DIEGO,"NAZARETH SCHOOL OF SAN DIEGO, INC",31,31,100,0,0,0,0,Y,7,2015-2016
6143622,SAN DIEGO,PRIVATE,,SAN DIEGO,NOTRE DAME ACADEMY,45,44,98,0,0,1,2,Y,7,2015-2016
6939177,SAN DIEGO,PRIVATE,,SAN DIEGO,OCEAN VIEW CHRISTIAN ACADEMY,19,19,100,0,0,0,0,Y,7,2015-2016
6975619,SAN DIEGO,PRIVATE,,SAN DIEGO,OUR LADY OF THE SACRED HEART,19,19,100,0,0,0,0,Y,7,2015-2016
6966071,SAN DIEGO,PRIVATE,,SAN DIEGO,OUR LADY'S SCHOOL,34,30,88,0,0,0,0,Y,7,2015-2016
6975684,SAN DIEGO,PRIVATE,,SAN DIEGO,SAINT CHARLES BORROMEO ACADEMY,16,16,100,0,0,0,0,Y,7,2015-2016
6975924,SAN DIEGO,PRIVATE,,SAN DIEGO,SCHOOL OF THE MADELEINE,64,64,100,0,0,0,0,Y,7,2015-2016
6975890,SAN DIEGO,PRIVATE,,SAN DIEGO,SOILLE SAN DIEGO HEBREW DAY,21,21,100,0,0,0,0,Y,7,2015-2016
6975692,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. CHARLES ELEMENTARY,31,30,97,1,3,0,0,Y,7,2015-2016
6975700,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. COLUMBA,16,16,100,0,0,0,0,Y,7,2015-2016
6975718,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. DIDACUS PARISH SCHOOL,31,31,100,0,0,0,0,Y,7,2015-2016
6138820,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. GREGORY THE GREAT CATHOLIC SCHOOL,24,24,100,0,0,0,0,Y,7,2015-2016
6137277,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. MICHAEL ACADEMY,12,11,92,0,0,1,8,Y,7,2015-2016
6975858,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. PATRICK'S ELEMENTARY,29,28,97,0,0,0,0,Y,7,2015-2016
6965560,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. PAUL'S LUTHERAN,10,10,100,0,0,0,0,Y,7,2015-2016
6966113,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. RITA'S SCHOOL,17,17,100,0,0,0,0,Y,7,2015-2016
6981054,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. THERESE ACADEMY,31,31,100,0,0,0,0,Y,7,2015-2016
6975882,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. VINCENT DE PAUL,26,26,100,0,0,0,0,Y,7,2015-2016
6132922,SAN DIEGO,PRIVATE,,SAN DIEGO,THE CAMBRIDGE SCHOOL,25,24,96,0,0,1,4,Y,7,2015-2016
7081631,SAN DIEGO,PRIVATE,,SAN DIEGO,WALDORF SCHOOL OF SAN DIEGO,23,14,61,0,0,9,39,Y,7,2015-2016
6991319,SAN DIEGO,PRIVATE,,SAN DIEGO,"WARREN-WALKER, INC.",44,41,93,0,0,3,7,Y,7,2015-2016
7090244,SAN DIEGO,PRIVATE,,SAN MARCOS,SAINT JOSEPH ACADEMY,27,24,89,0,0,3,11,Y,7,2015-2016
6930564,SAN DIEGO,PRIVATE,,SAN MARCOS,VALLEY CHRISTIAN SCHOOL,10,9,90,0,0,1,10,Y,7,2015-2016
6975593,SAN DIEGO,PRIVATE,,SAN YSIDRO,OUR LADY OF MT. CARMEL,33,33,100,0,0,0,0,Y,7,2015-2016
6927883,SAN DIEGO,PRIVATE,,SOLANA BEACH,SANTA FE CHRISTIAN SCHOOLS,86,82,95,0,0,4,5,Y,7,2015-2016
6975734,SAN DIEGO,PRIVATE,,SOLANA BEACH,ST. JAMES ACADEMY,24,24,100,0,0,0,0,Y,7,2015-2016
7082803,SAN DIEGO,PRIVATE,,SPRING VALLEY,"HEARTLAND CHRISTIAN HOMESCHOOL CENTER, INC.",14,12,86,2,14,0,0,Y,7,2015-2016
6975908,SAN DIEGO,PRIVATE,,SPRING VALLEY,SANTA SOPHIA ACADEMY,31,31,100,0,0,0,0,Y,7,2015-2016
6975726,SAN DIEGO,PRIVATE,,VISTA,ST. FRANCIS OF ASSISI,22,21,95,0,0,1,5,Y,7,2015-2016
6987002,SAN DIEGO,PRIVATE,,VISTA,TRI-CITY CHRISTIAN SCHOOLS,71,64,90,1,1,6,8,Y,7,2015-2016
6975973,SAN DIEGO,PRIVATE,,VISTA,VISTA CHRISTIAN,17,16,94,0,0,0,0,Y,7,2015-2016
