School_Code,County,Public_Private,School_District,City,School_Name,Enrollment,UTD_NUMBER,UTD_PERCENTAGE,PME_NUMBER,PME_PERCENTAGE,PBE_PERCENTAGE,PBE_PERCENTAGE,REPORTED,Grade,YEAR
6975296,SAN DIEGO,PRIVATE,,SAN DIEGO,BLESSED SACRAMENT ELEMENTARY,15,15,100,0,0,0,0,Y,7,2013-2014
6932214,SAN DIEGO,PRIVATE,,SAN DIEGO,CHABAD HEBREW ACADEMY,14,10,71,0,0,4,29,Y,7,2013-2014
6918072,SAN DIEGO,PRIVATE,,SAN DIEGO,CHILDREN'S CREATIVE AND PERFORMING ARTS,12,10,83,0,0,2,17,Y,7,2013-2014
6987770,SAN DIEGO,PRIVATE,,SAN DIEGO,FRANCIS PARKER SCHOOL,112,111,99,0,0,1,1,Y,7,2013-2014
6920722,SAN DIEGO,PRIVATE,,SAN DIEGO,GOOD SHEPHERD,24,24,100,0,0,0,0,Y,7,2013-2014
7008048,SAN DIEGO,PRIVATE,,SAN DIEGO,GRACE CHRISTIAN,17,9,53,0,0,8,47,Y,7,2013-2014
7052608,SAN DIEGO,PRIVATE,,SAN DIEGO,HERITAGE CHRISTIAN SCHOOL OF SAN DIEGO,84,51,61,0,0,33,39,Y,7,2013-2014
6975494,SAN DIEGO,PRIVATE,,SAN DIEGO,HOLY FAMILY ELEMENTARY,16,15,94,0,0,1,6,Y,7,2013-2014
6930465,SAN DIEGO,PRIVATE,,SAN DIEGO,HORIZON CHRISTIAN ACADEMY,47,37,79,0,0,10,21,Y,7,2013-2014
7103328,SAN DIEGO,PRIVATE,,SAN DIEGO,NATIVITY PREP ACADEMY,21,21,100,0,0,0,0,Y,7,2013-2014
6975569,SAN DIEGO,PRIVATE,,SAN DIEGO,"NAZARETH SCHOOL OF SAN DIEGO, INC",32,31,97,0,0,1,3,Y,7,2013-2014
6143622,SAN DIEGO,PRIVATE,,SAN DIEGO,NOTRE DAME ACADEMY,37,36,97,0,0,1,3,Y,7,2013-2014
6939177,SAN DIEGO,PRIVATE,,SAN DIEGO,OCEAN VIEW CHRISTIAN ACADEMY,14,14,100,0,0,0,0,Y,7,2013-2014
6975619,SAN DIEGO,PRIVATE,,SAN DIEGO,OUR LADY OF THE SACRED HEART,15,15,100,0,0,0,0,Y,7,2013-2014
6966071,SAN DIEGO,PRIVATE,,SAN DIEGO,OUR LADY'S SCHOOL,31,29,94,0,0,2,6,Y,7,2013-2014
6997969,SAN DIEGO,PRIVATE,,SAN DIEGO,SAM AND ROSE STEIN EDUCATION CENTER,11,9,82,0,0,2,18,Y,7,2013-2014
6907877,SAN DIEGO,PRIVATE,,SAN DIEGO,SAN DIEGO JEWISH ACADEMY,55,55,100,0,0,0,0,Y,7,2013-2014
6975924,SAN DIEGO,PRIVATE,,SAN DIEGO,SCHOOL OF THE MADELEINE,63,63,100,0,0,0,0,Y,7,2013-2014
6975890,SAN DIEGO,PRIVATE,,SAN DIEGO,SOILLE SAN DIEGO HEBREW DAY,23,21,91,0,0,2,9,Y,7,2013-2014
6975684,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. CHARLES BORROMEO ACADEMY,40,39,98,0,0,1,3,Y,7,2013-2014
6975692,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. CHARLES ELEMENTARY,28,28,100,0,0,0,0,Y,7,2013-2014
6975700,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. COLUMBA,17,17,100,0,0,0,0,Y,7,2013-2014
6975718,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. DIDACUS PARISH SCHOOL,24,23,96,0,0,1,4,Y,7,2013-2014
6138820,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. GREGORY THE GREAT CATHOLIC SCHOOL,13,13,100,0,0,0,0,Y,7,2013-2014
6137277,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. MICHAEL ACADEMY,22,22,100,0,0,0,0,Y,7,2013-2014
6975858,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. PATRICK'S ELEMENTARY,28,28,100,0,0,0,0,Y,7,2013-2014
6966113,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. RITA'S SCHOOL,20,20,100,0,0,0,0,Y,7,2013-2014
6981054,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. THERESE ACADEMY,27,27,100,0,0,0,0,Y,7,2013-2014
6975882,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. VINCENT DE PAUL,29,29,100,0,0,0,0,Y,7,2013-2014
6202386,SAN DIEGO,PRIVATE,,SAN DIEGO,THE ROCK ACADEMY,17,15,88,0,0,2,12,Y,7,2013-2014
7081631,SAN DIEGO,PRIVATE,,SAN DIEGO,WALDORF SCHOOL OF SAN DIEGO,16,6,38,0,0,10,63,Y,7,2013-2014
6991319,SAN DIEGO,PRIVATE,,SAN DIEGO,"WARREN-WALKER, INC.",34,33,97,0,0,1,3,Y,7,2013-2014
7090244,SAN DIEGO,PRIVATE,,SAN MARCOS,SAINT JOSEPH ACADEMY,22,20,91,0,0,2,9,Y,7,2013-2014
6930564,SAN DIEGO,PRIVATE,,SAN MARCOS,VALLEY CHRISTIAN SCHOOL,14,14,100,0,0,0,0,Y,7,2013-2014
6975593,SAN DIEGO,PRIVATE,,SAN YSIDRO,OUR LADY OF MT. CARMEL,32,32,100,0,0,0,0,Y,7,2013-2014
6927883,SAN DIEGO,PRIVATE,,SOLANA BEACH,SANTA FE CHRISTIAN SCHOOLS,103,99,96,0,0,4,4,Y,7,2013-2014
6975734,SAN DIEGO,PRIVATE,,SOLANA BEACH,ST. JAMES ACADEMY,30,30,100,0,0,0,0,Y,7,2013-2014
6975908,SAN DIEGO,PRIVATE,,SPRING VALLEY,SANTA SOPHIA ACADEMY,25,25,100,0,0,0,0,Y,7,2013-2014
6913644,SAN DIEGO,PRIVATE,,SPRING VALLEY,TRINITY CHRISTIAN SCHOOL,15,10,67,0,0,5,33,Y,7,2013-2014
6975726,SAN DIEGO,PRIVATE,,VISTA,ST. FRANCIS OF ASSISI,14,14,100,0,0,0,0,Y,7,2013-2014
6987002,SAN DIEGO,PRIVATE,,VISTA,TRI-CITY CHRISTIAN SCHOOLS,52,45,87,0,0,7,13,Y,7,2013-2014
6975973,SAN DIEGO,PRIVATE,,VISTA,VISTA CHRISTIAN,12,10,83,0,0,2,17,Y,7,2013-2014
6037535,SAN DIEGO,PUBLIC,ALPINE UNION ELEMENTARY,ALPINE,JOAN MACQUEEN MIDDLE,178,164,92,0,0,14,8,Y,7,2014-2015
6108567,SAN DIEGO,PUBLIC,BONSALL UNIFIED,BONSALL,NORMAN L. SULLIVAN MIDDLE,219,214,98,0,0,5,2,Y,7,2014-2015
6115315,SAN DIEGO,PUBLIC,BORREGO SPRINGS UNIFIED,BORREGO SPRINGS,BORREGO SPRINGS MIDDLE,28,28,100,0,0,0,0,Y,7,2014-2015
0128579,SAN DIEGO,PUBLIC,BORREGO SPRINGS UNIFIED,OCEANSIDE,OXFORD PREPARATORY ACADEMY,20,20,100,0,0,0,0,Y,7,2014-2015
6037584,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,CAJON VALLEY MIDDLE,300,299,100,0,0,1,0,Y,7,2014-2015
0119255,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,EJE MIDDLE ACADEMY,57,56,98,0,0,1,2,Y,7,2014-2015
6037626,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,EMERALD MIDDLE,175,175,100,0,0,0,0,Y,7,2014-2015
6037659,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,GREENFIELD MIDDLE,215,212,99,0,0,3,1,Y,7,2014-2015
6112890,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,HILLSDALE MIDDLE,503,497,99,0,0,6,1,Y,7,2014-2015
0111005,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,LOS COCHES CREEK MIDDLE,216,216,100,0,0,0,0,Y,7,2014-2015
6093207,SAN DIEGO,PUBLIC,CAJON VALLEY UNION,EL CAJON,MONTGOMERY MIDDLE,252,250,99,0,0,2,1,Y,7,2014-2015
6118137,SAN DIEGO,PUBLIC,CARLSBAD UNIFIED,CARLSBAD,AVIARA OAKS MIDDLE,348,331,95,0,0,17,5,Y,7,2014-2015
0107557,SAN DIEGO,PUBLIC,CARLSBAD UNIFIED,CARLSBAD,CALAVERA HILLS MIDDLE,152,150,99,0,0,2,1,Y,7,2014-2015
6037816,SAN DIEGO,PUBLIC,CARLSBAD UNIFIED,CARLSBAD,VALLEY MIDDLE,324,314,97,1,0,9,3,Y,7,2014-2015
6116859,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,ARROYO VISTA CHARTER,83,82,99,0,0,1,1,Y,7,2014-2015
6115778,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,CHULA VISTA LEARNING COMMUNITY CHARTER,102,101,99,0,0,1,1,Y,7,2014-2015
6111322,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,DISCOVERY CHARTER,41,41,100,0,0,0,0,Y,7,2014-2015
6037956,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,FEASTER -MAE L.- CHARTER,84,70,83,0,0,14,17,Y,7,2014-2015
0124321,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,HOWARD GARDNER COMMUNITY CHARTER,14,13,93,0,0,1,7,Y,7,2014-2015
6037980,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,MUELLER CHARTER -ROBERT L.-,43,43,100,0,0,0,0,Y,7,2014-2015
6059570,SAN DIEGO,PUBLIC,CORONADO UNIFIED,CORONADO,CORONADO MIDDLE,263,255,97,0,0,8,3,Y,7,2014-2015
0127118,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ALPINE,THE HEIGHTS CHARTER,18,15,83,0,0,3,17,Y,7,2014-2015
6038095,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,EL CAJON,DEHESA ELEMENTARY,16,16,100,0,0,0,0,Y,7,2014-2015
0129221,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,EL CAJON,METHOD,14,10,71,0,0,4,29,Y,7,2014-2015
0127167,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ESCONDIDO,COMMUNITY MONTESSORI CHARTER,17,16,94,0,0,1,6,Y,7,2014-2015
6119564,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ESCONDIDO,DEHESA CHARTER,113,79,70,0,0,34,30,Y,7,2014-2015
0102590,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,BEAR VALLEY MIDDLE,330,314,95,0,0,16,5,Y,7,2014-2015
6116776,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,CLASSICAL ACADEMY,138,123,89,1,1,14,10,Y,7,2014-2015
6038194,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,DEL DIOS MIDDLE,254,253,100,0,0,1,0,Y,7,2014-2015
0128769,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,HERITAGE DIGITAL ACADEMY CHARTER MIDDLE,94,92,98,0,0,2,2,Y,7,2014-2015
0101535,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,HERITAGE K-8 CHARTER,55,52,95,0,0,3,5,Y,7,2014-2015
6093215,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,HIDDEN VALLEY MIDDLE,387,385,99,0,0,2,1,Y,7,2014-2015
6038210,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,MISSION MIDDLE,334,334,100,0,0,0,0,Y,7,2014-2015
6105944,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,RINCON MIDDLE,424,414,98,0,0,10,2,Y,7,2014-2015
6038277,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,JAMES E. POTTER INTERMEDIATE,396,386,97,5,1,5,1,Y,7,2014-2015
6038301,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,OCEANSIDE,MARY FAY PENDLETON ELEMENTARY,49,49,100,0,0,0,0,Y,7,2014-2015
6096515,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,SAN CLEMENTE,SAN ONOFRE ELEMENTARY,38,38,100,0,0,0,0,Y,7,2014-2015
6117303,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,GREATER SAN DIEGO ACADEMY,28,26,93,0,0,2,7,Y,7,2014-2015
6097182,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,OAK GROVE MIDDLE,75,74,99,0,0,1,1,Y,7,2014-2015
0128421,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,HARBOR SPRINGS CHARTER,46,38,83,0,0,8,17,Y,7,2014-2015
3731239,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN CHARTER,210,169,80,1,0,40,19,Y,7,2014-2015
6105845,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN JUNIOR HIGH,38,35,92,0,0,3,8,Y,7,2014-2015
6038491,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LA MESA MIDDLE,345,337,98,0,0,8,2,Y,7,2014-2015
6038558,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,PARKWAY MIDDLE,328,321,98,3,1,4,1,Y,7,2014-2015
6067003,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,LA PRESA MIDDLE,273,272,100,0,0,1,0,Y,7,2014-2015
6038590,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,SPRING VALLEY MIDDLE,228,226,99,0,0,2,1,Y,7,2014-2015
6120901,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,BARONA INDIAN CHARTER,10,9,90,0,0,1,10,Y,7,2014-2015
6038350,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKESIDE MIDDLE,318,303,95,0,0,15,5,Y,7,2014-2015
3731072,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,RIVER VALLEY CHARTER,32,28,88,0,0,4,13,Y,7,2014-2015
6085047,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,TIERRA DEL SOL MIDDLE,193,189,98,0,0,4,2,Y,7,2014-2015
0118323,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,VISTA,NATIONAL UNIVERSITY ACADEMY,28,27,96,0,0,1,4,Y,7,2014-2015
6038673,SAN DIEGO,PUBLIC,LEMON GROVE,LA MESA,VISTA LA MESA ACADEMY,67,66,99,0,0,1,1,Y,7,2014-2015
6038608,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,312,311,100,1,0,0,0,Y,7,2014-2015
6038632,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MT. VERNON ELEMENTARY,39,38,97,0,0,1,3,Y,7,2014-2015
6038681,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,CAMPO,CAMPO ELEMENTARY,32,31,97,0,0,1,3,Y,7,2014-2015
0126995,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,JACUMBA,JACUMBA MIDDLE,17,16,94,0,0,1,6,Y,7,2014-2015
0121582,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,LA MESA,COLLEGE PREPARATORY MIDDLE,60,58,97,0,0,2,3,Y,7,2014-2015
0127001,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,PINE VALLEY,PINE VALLEY MIDDLE,27,27,100,0,0,0,0,Y,7,2014-2015
6097190,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,POTRERO,POTRERO ELEMENTARY,31,31,100,0,0,0,0,Y,7,2014-2015
0127050,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,ACADEMY OF ARTS AND SCIENCES EL CAJON MIDDLE AND HIGH 6 TO 12,69,43,62,0,0,26,38,Y,7,2014-2015
0127084,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,ACADEMY OF ARTS AND SCIENCES: DEL MAR MIDDLE & HIGH -6-12-,21,16,76,0,0,5,24,Y,7,2014-2015
0129668,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,COUNTY COLLABORATIVE CHARTER,15,12,80,0,0,3,20,Y,7,2014-2015
0101360,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,INTEGRITY CHARTER,25,24,96,1,4,0,0,Y,7,2014-2015
0113522,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,CESAR CHAVEZ MIDDLE,246,240,98,0,0,6,2,Y,7,2014-2015
0101071,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,COASTAL ACADEMY,160,130,81,0,0,30,19,Y,7,2014-2015
6038830,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,JEFFERSON MIDDLE,205,204,100,0,0,1,0,Y,7,2014-2015
6038863,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LINCOLN MIDDLE,301,296,98,1,0,4,1,Y,7,2014-2015
6111777,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,MARTIN LUTHER KING JR. MIDDLE,483,477,99,1,0,5,1,Y,7,2014-2015
6038889,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NORTH TERRACE ELEMENTARY,59,57,97,1,2,1,2,Y,7,2014-2015
3731221,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,PACIFIC VIEW CHARTER,10,10,100,0,0,0,0,Y,7,2014-2015
6038913,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SANTA MARGARITA ELEMENTARY,35,35,100,0,0,0,0,Y,7,2014-2015
6115299,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,STUART MESA ELEMENTARY,31,31,100,0,0,0,0,Y,7,2014-2015
6038988,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,MEADOWBROOK MIDDLE,454,446,98,0,0,8,2,Y,7,2014-2015
6070866,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,TWIN PEAKS MIDDLE,400,392,98,0,0,8,2,Y,7,2014-2015
6107460,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,BERNARDO HEIGHTS MIDDLE,500,493,99,0,0,7,1,Y,7,2014-2015
6093223,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,BLACK MOUNTAIN MIDDLE,411,400,97,0,0,11,3,Y,7,2014-2015
6111306,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MESA VERDE MIDDLE,426,424,100,0,0,2,0,Y,7,2014-2015
0108332,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,OAK VALLEY MIDDLE,498,493,99,0,0,5,1,Y,7,2014-2015
6105563,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,OLIVE PEIRCE MIDDLE,427,421,99,0,0,6,1,Y,7,2014-2015
6106264,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,RAMONA COMMUNITY,22,17,77,0,0,5,23,Y,7,2014-2015
6070908,SAN DIEGO,PUBLIC,RANCHO SANTA FE ELEMENTARY,RANCHO SANTA FE,R. ROGER ROWE MIDDLE,81,78,96,0,0,3,4,Y,7,2014-2015
6119119,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,EL CAJON,LITERACY FIRST CHARTER,132,127,96,0,0,5,4,Y,7,2014-2015
0120493,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,MONARCH,12,12,100,0,0,0,0,Y,7,2014-2015
6059687,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,MUIRLANDS MIDDLE,340,329,97,0,0,11,3,Y,7,2014-2015
3731189,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,PREUSS SCHOOL UCSD,121,120,99,0,0,1,1,Y,7,2014-2015
0106799,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA MESA,LEARNING CHOICE ACADEMY,89,58,65,0,0,31,35,Y,7,2014-2015
0111898,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE,447,444,99,0,0,3,1,Y,7,2014-2015
0124206,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AMERICA'S FINEST CHARTER,24,23,96,0,0,1,4,Y,7,2014-2015
3731395,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AUDEO CHARTER,34,32,94,0,0,2,6,Y,7,2014-2015
6039143,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AUDUBON K-8,41,41,100,0,0,0,0,Y,7,2014-2015
6059588,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BELL MIDDLE,298,292,98,6,2,0,0,Y,7,2014-2015
6106173,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BETHUNE K-8,90,90,100,0,0,0,0,Y,7,2014-2015
6107056,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHALLENGER MIDDLE,341,340,100,0,0,1,0,Y,7,2014-2015
3730959,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHARTER SCHOOL OF SAN DIEGO,36,34,94,0,0,2,6,Y,7,2014-2015
0124347,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CITY HEIGHTS PREPARATORY CHARTER,24,24,100,0,0,0,0,Y,7,2014-2015
6114060,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CLARK MIDDLE,344,344,100,0,0,0,0,Y,7,2014-2015
6059596,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CORREIA MIDDLE,418,407,97,0,0,11,3,Y,7,2014-2015
3731551,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,"CREATIVE, PERFORMING, AND MEDIA ARTS",335,329,98,0,0,6,2,Y,7,2014-2015
6039457,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DARNALL CHARTER,47,46,98,0,0,1,2,Y,7,2014-2015
6106181,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DE PORTOLA MIDDLE,307,303,99,0,0,4,1,Y,7,2014-2015
0126151,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EPIPHANY PREP CHARTER,32,32,100,0,0,0,0,Y,7,2014-2015
6099063,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FARB MIDDLE,120,119,99,0,0,1,1,Y,7,2014-2015
6039630,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FULTON K-8,47,47,100,0,0,0,0,Y,7,2014-2015
0108266,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOLDEN HILL K-8,42,42,100,0,0,0,0,Y,7,2014-2015
0119610,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOMPERS PREPARATORY ACADEMY,220,220,100,0,0,0,0,Y,7,2014-2015
6039671,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GRANT K-8,76,74,97,0,0,2,3,Y,7,2014-2015
6040018,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HARRIET TUBMAN VILLAGE CHARTER,53,53,100,0,0,0,0,Y,7,2014-2015
0128066,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HEALTH SCIENCES MIDDLE,69,52,75,1,1,16,23,Y,7,2014-2015
0101204,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HIGH TECH MIDDLE,110,106,96,0,0,4,4,Y,7,2014-2015
0107573,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HIGH TECH MIDDLE MEDIA ARTS,103,103,100,0,0,0,0,Y,7,2014-2015
6117279,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HOLLY DRIVE LEADERSHIP ACADEMY,19,18,95,1,5,0,0,Y,7,2014-2015
0108548,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IFTIN CHARTER,46,35,76,10,22,1,2,Y,7,2014-2015
0116939,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,INNOVATION MIDDLE,208,206,99,0,0,2,1,Y,7,2014-2015
0118083,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,INNOVATIONS ACADEMY,34,27,79,0,0,7,21,Y,7,2014-2015
3730116,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JOHN MUIR,33,30,91,0,0,3,9,Y,7,2014-2015
6039812,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KEILLER LEADERSHIP ACADEMY,101,101,100,0,0,0,0,Y,7,2014-2015
6119598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ ACADEMY OF EXCELLENCE,58,58,100,0,0,0,0,Y,7,2014-2015
0111906,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ PREPARATORY ACADEMY,120,120,100,0,0,0,0,Y,7,2014-2015
0101345,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KIPP ADELANTE PREPARATORY ACADEMY,87,87,100,0,0,0,0,Y,7,2014-2015
0124115,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KNOX MIDDLE,179,179,100,0,0,0,0,Y,7,2014-2015
6040000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LANGUAGE ACADEMY,75,69,92,1,1,5,7,Y,7,2014-2015
6059638,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LEWIS MIDDLE,323,317,98,0,0,6,2,Y,7,2014-2015
6039895,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LOGAN K-8,68,68,100,0,0,0,0,Y,7,2014-2015
6039911,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LONGFELLOW K-8,55,54,98,0,0,1,2,Y,7,2014-2015
0109157,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MAGNOLIA SCIENCE ACADEMY SAN DIEGO,123,121,98,0,0,2,2,Y,7,2014-2015
6059646,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MANN MIDDLE,255,255,100,0,0,0,0,Y,7,2014-2015
